id,ts,rule_id,src_ip,username,severity,raw,status,acknowledged_at,acknowledged_by,country_code,event_occurred_at
73,2026-08-04 06:36:38.436196,malware_detected,192.168.1.36,system,critical,"{""src_ip"": ""192.168.1.36"", ""message"": ""Malware detected: Ransom.WannaCry.S (ransomware) at /home/user/Documents/important.docx.encrypted"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/home/user/Documents/important.docx.encrypted"", ""timestamp"": ""2026-08-04T06:36:38Z"", ""malware_name"": ""Ransom.WannaCry.S"", ""malware_type"": ""ransomware""}",new,,,,
74,2026-08-04 06:36:55.17283,file_integrity,192.168.1.37,system,critical,"{""src_ip"": ""192.168.1.37"", ""message"": ""ossec: integrity checksum changed: /etc/passwd"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/passwd"", ""timestamp"": ""2026-08-04T06:36:55Z""}",new,,,,
75,2026-08-04 06:36:56.344523,file_integrity,192.168.1.37,system,critical,"{""src_ip"": ""192.168.1.37"", ""message"": ""ossec: integrity checksum changed: /etc/shadow"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/shadow"", ""timestamp"": ""2026-08-04T06:36:56Z""}",new,,,,
76,2026-08-04 06:36:59.997585,privilege_escalation,192.168.1.25,www-data,critical,"{""src_ip"": ""192.168.1.25"", ""message"": ""Suspicious sudo usage by www-data: attempting to access /etc/shadow"", ""rule_id"": ""privilege_escalation"", ""severity"": ""critical"", ""username"": ""www-data"", ""timestamp"": ""2026-08-04T06:36:59Z""}",new,,,,
77,2026-08-04 06:37:22.878415,privilege_escalation,192.168.1.31,www-data,critical,"{""src_ip"": ""192.168.1.31"", ""message"": ""Suspicious sudo usage by www-data: attempting to access /etc/shadow"", ""rule_id"": ""privilege_escalation"", ""severity"": ""critical"", ""username"": ""www-data"", ""timestamp"": ""2026-08-04T06:37:22Z""}",new,,,,
78,2026-08-04 06:37:26.079342,web_shell_detected,192.168.1.27,www-data,critical,"{""src_ip"": ""192.168.1.27"", ""message"": ""Suspicious web shell detected: /tmp/backdoor.py"", ""rule_id"": ""web_shell_detected"", ""severity"": ""critical"", ""username"": ""www-data"", ""file_path"": ""/tmp/backdoor.py"", ""timestamp"": ""2026-08-04T06:37:25Z"", ""detection_method"": ""file_signature_analysis""}",new,,,,
79,2026-08-04 06:37:37.203689,privilege_escalation,192.168.1.32,www-data,critical,"{""src_ip"": ""192.168.1.32"", ""message"": ""Suspicious sudo usage by www-data: attempting to access /etc/shadow"", ""rule_id"": ""privilege_escalation"", ""severity"": ""critical"", ""username"": ""www-data"", ""timestamp"": ""2026-08-04T06:37:37Z""}",new,,,,
80,2026-08-04 06:37:40.076777,malware_detected,192.168.1.26,system,critical,"{""src_ip"": ""192.168.1.26"", ""message"": ""Malware detected: Trojan.GenericKD.46789 (trojan) at /tmp/.cache/svchost.exe"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/tmp/.cache/svchost.exe"", ""timestamp"": ""2026-08-04T06:37:39Z"", ""malware_name"": ""Trojan.GenericKD.46789"", ""malware_type"": ""trojan""}",new,,,,
81,2026-08-04 22:43:04.686871,web_shell_detected,192.168.1.32,www-data,critical,"{""src_ip"": ""192.168.1.32"", ""message"": ""Suspicious web shell detected: /var/www/html/uploads/cmd.php"", ""rule_id"": ""web_shell_detected"", ""severity"": ""critical"", ""username"": ""www-data"", ""file_path"": ""/var/www/html/uploads/cmd.php"", ""timestamp"": ""2026-08-04T22:43:03Z"", ""detection_method"": ""file_signature_analysis""}",new,,,,
82,2026-08-04 22:43:07.231969,privilege_escalation,192.168.1.18,deploy,critical,"{""src_ip"": ""192.168.1.18"", ""message"": ""Suspicious sudo usage by deploy: attempting to access /etc/shadow"", ""rule_id"": ""privilege_escalation"", ""severity"": ""critical"", ""username"": ""deploy"", ""timestamp"": ""2026-08-04T22:43:06Z""}",new,,,,
83,2026-08-04 22:43:09.385459,malware_detected,192.168.1.28,system,critical,"{""src_ip"": ""192.168.1.28"", ""message"": ""Malware detected: CoinMiner.Linux.XMRIG.a (cryptominer) at /opt/.xmrig/config.json"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/opt/.xmrig/config.json"", ""timestamp"": ""2026-08-04T22:43:09Z"", ""malware_name"": ""CoinMiner.Linux.XMRIG.a"", ""malware_type"": ""cryptominer""}",new,,,,
84,2026-08-04 22:43:12.127092,malware_detected,192.168.1.31,system,critical,"{""src_ip"": ""192.168.1.31"", ""message"": ""Malware detected: Backdoor.Linux.Mirai.b (botnet) at /var/tmp/.x11"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/var/tmp/.x11"", ""timestamp"": ""2026-08-04T22:43:11Z"", ""malware_name"": ""Backdoor.Linux.Mirai.b"", ""malware_type"": ""botnet""}",new,,,,
85,2026-08-04 22:43:15.329406,malware_detected,192.168.1.38,system,critical,"{""src_ip"": ""192.168.1.38"", ""message"": ""Malware detected: Backdoor.Linux.Mirai.b (botnet) at /var/tmp/.x11"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/var/tmp/.x11"", ""timestamp"": ""2026-08-04T22:43:14Z"", ""malware_name"": ""Backdoor.Linux.Mirai.b"", ""malware_type"": ""botnet""}",new,,,,
86,2026-08-04 22:43:18.672575,malware_detected,192.168.1.37,system,critical,"{""src_ip"": ""192.168.1.37"", ""message"": ""Malware detected: CoinMiner.Linux.XMRIG.a (cryptominer) at /opt/.xmrig/config.json"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/opt/.xmrig/config.json"", ""timestamp"": ""2026-08-04T22:43:18Z"", ""malware_name"": ""CoinMiner.Linux.XMRIG.a"", ""malware_type"": ""cryptominer""}",new,,,,
87,2026-08-04 22:43:28.001721,file_integrity,192.168.1.21,system,critical,"{""src_ip"": ""192.168.1.21"", ""message"": ""ossec: integrity checksum changed: /etc/ssh/sshd_config"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/ssh/sshd_config"", ""timestamp"": ""2026-08-04T22:43:27Z""}",new,,,,
88,2026-08-04 22:43:28.901578,file_integrity,192.168.1.21,system,critical,"{""src_ip"": ""192.168.1.21"", ""message"": ""ossec: integrity checksum changed: /etc/crontab"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/crontab"", ""timestamp"": ""2026-08-04T22:43:28Z""}",new,,,,
89,2026-08-04 22:43:42.058253,privilege_escalation,192.168.1.46,ubuntu,critical,"{""src_ip"": ""192.168.1.46"", ""message"": ""Suspicious sudo usage by ubuntu: attempting to access /etc/shadow"", ""rule_id"": ""privilege_escalation"", ""severity"": ""critical"", ""username"": ""ubuntu"", ""timestamp"": ""2026-08-04T22:43:41Z""}",new,,,,
90,2026-08-04 22:43:45.663926,privilege_escalation,192.168.1.11,www-data,critical,"{""src_ip"": ""192.168.1.11"", ""message"": ""Suspicious sudo usage by www-data: attempting to access /etc/shadow"", ""rule_id"": ""privilege_escalation"", ""severity"": ""critical"", ""username"": ""www-data"", ""timestamp"": ""2026-08-04T22:43:45Z""}",new,,,,
91,2026-08-04 22:43:47.688024,file_integrity,192.168.1.39,system,critical,"{""src_ip"": ""192.168.1.39"", ""message"": ""ossec: integrity checksum changed: /etc/crontab"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/crontab"", ""timestamp"": ""2026-08-04T22:43:47Z""}",new,,,,
92,2026-08-04 22:43:48.9142,file_integrity,192.168.1.39,system,high,"{""src_ip"": ""192.168.1.39"", ""message"": ""ossec: integrity checksum changed: /var/www/html/index.php"", ""rule_id"": ""file_integrity"", ""severity"": ""high"", ""username"": ""system"", ""file_path"": ""/var/www/html/index.php"", ""timestamp"": ""2026-08-04T22:43:48Z""}",new,,,,
93,2026-08-04 22:43:52.443981,file_integrity,192.168.1.44,system,critical,"{""src_ip"": ""192.168.1.44"", ""message"": ""ossec: integrity checksum changed: /etc/shadow"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/shadow"", ""timestamp"": ""2026-08-04T22:43:52Z""}",new,,,,
94,2026-08-04 22:43:53.696761,file_integrity,192.168.1.44,system,high,"{""src_ip"": ""192.168.1.44"", ""message"": ""ossec: integrity checksum changed: /var/www/html/index.php"", ""rule_id"": ""file_integrity"", ""severity"": ""high"", ""username"": ""system"", ""file_path"": ""/var/www/html/index.php"", ""timestamp"": ""2026-08-04T22:43:53Z""}",new,,,,
95,2026-08-04 22:43:56.951608,file_integrity,192.168.1.32,system,critical,"{""src_ip"": ""192.168.1.32"", ""message"": ""ossec: integrity checksum changed: /etc/ssh/sshd_config"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/ssh/sshd_config"", ""timestamp"": ""2026-08-04T22:43:56Z""}",new,,,,
96,2026-08-04 22:43:58.567908,file_integrity,192.168.1.32,system,high,"{""src_ip"": ""192.168.1.32"", ""message"": ""ossec: integrity checksum changed: /var/www/html/index.php"", ""rule_id"": ""file_integrity"", ""severity"": ""high"", ""username"": ""system"", ""file_path"": ""/var/www/html/index.php"", ""timestamp"": ""2026-08-04T22:43:57Z""}",new,,,,
97,2026-08-04 22:44:03.146544,malware_detected,192.168.1.15,system,critical,"{""src_ip"": ""192.168.1.15"", ""message"": ""Malware detected: Ransom.WannaCry.S (ransomware) at /home/user/Documents/important.docx.encrypted"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/home/user/Documents/important.docx.encrypted"", ""timestamp"": ""2026-08-04T22:44:02Z"", ""malware_name"": ""Ransom.WannaCry.S"", ""malware_type"": ""ransomware""}",new,,,,
98,2026-08-04 22:44:05.698622,malware_detected,192.168.1.18,system,critical,"{""src_ip"": ""192.168.1.18"", ""message"": ""Malware detected: CoinMiner.Linux.XMRIG.a (cryptominer) at /opt/.xmrig/config.json"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/opt/.xmrig/config.json"", ""timestamp"": ""2026-08-04T22:44:05Z"", ""malware_name"": ""CoinMiner.Linux.XMRIG.a"", ""malware_type"": ""cryptominer""}",new,,,,
99,2026-08-04 22:44:10.771837,malware_detected,192.168.1.17,system,critical,"{""src_ip"": ""192.168.1.17"", ""message"": ""Malware detected: Backdoor.Linux.Mirai.b (botnet) at /var/tmp/.x11"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/var/tmp/.x11"", ""timestamp"": ""2026-08-04T22:44:08Z"", ""malware_name"": ""Backdoor.Linux.Mirai.b"", ""malware_type"": ""botnet""}",new,,,,
100,2026-08-04 22:44:12.520188,web_shell_detected,192.168.1.23,www-data,critical,"{""src_ip"": ""192.168.1.23"", ""message"": ""Suspicious web shell detected: /var/www/html/wp-content/plugins/hack.php"", ""rule_id"": ""web_shell_detected"", ""severity"": ""critical"", ""username"": ""www-data"", ""file_path"": ""/var/www/html/wp-content/plugins/hack.php"", ""timestamp"": ""2026-08-04T22:44:11Z"", ""detection_method"": ""file_signature_analysis""}",new,,,,
101,2026-08-04 22:44:13.820534,file_integrity,192.168.1.13,system,critical,"{""src_ip"": ""192.168.1.13"", ""message"": ""ossec: integrity checksum changed: /etc/crontab"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/crontab"", ""timestamp"": ""2026-08-04T22:44:13Z""}",new,,,,
102,2026-08-04 22:44:14.826487,file_integrity,192.168.1.13,system,critical,"{""src_ip"": ""192.168.1.13"", ""message"": ""ossec: integrity checksum changed: /etc/ssh/sshd_config"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/ssh/sshd_config"", ""timestamp"": ""2026-08-04T22:44:14Z""}",new,,,,
103,2026-08-04 22:44:19.310142,privilege_escalation,192.168.1.49,ubuntu,critical,"{""src_ip"": ""192.168.1.49"", ""message"": ""Suspicious sudo usage by ubuntu: attempting to access /etc/shadow"", ""rule_id"": ""privilege_escalation"", ""severity"": ""critical"", ""username"": ""ubuntu"", ""timestamp"": ""2026-08-04T22:44:18Z""}",new,,,,
104,2026-08-04 22:44:31.242408,privilege_escalation,192.168.1.42,deploy,critical,"{""src_ip"": ""192.168.1.42"", ""message"": ""Suspicious sudo usage by deploy: attempting to access /etc/shadow"", ""rule_id"": ""privilege_escalation"", ""severity"": ""critical"", ""username"": ""deploy"", ""timestamp"": ""2026-08-04T22:44:31Z""}",new,,,,
105,2026-08-04 22:44:33.088452,file_integrity,192.168.1.41,system,high,"{""src_ip"": ""192.168.1.41"", ""message"": ""ossec: integrity checksum changed: /var/www/html/index.php"", ""rule_id"": ""file_integrity"", ""severity"": ""high"", ""username"": ""system"", ""file_path"": ""/var/www/html/index.php"", ""timestamp"": ""2026-08-04T22:44:32Z""}",new,,,,
106,2026-08-04 22:44:33.905835,file_integrity,192.168.1.41,system,critical,"{""src_ip"": ""192.168.1.41"", ""message"": ""ossec: integrity checksum changed: /etc/crontab"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/crontab"", ""timestamp"": ""2026-08-04T22:44:33Z""}",new,,,,
107,2026-08-04 22:44:49.981573,file_integrity,192.168.1.39,system,high,"{""src_ip"": ""192.168.1.39"", ""message"": ""ossec: integrity checksum changed: /var/www/html/index.php"", ""rule_id"": ""file_integrity"", ""severity"": ""high"", ""username"": ""system"", ""file_path"": ""/var/www/html/index.php"", ""timestamp"": ""2026-08-04T22:44:48Z""}",new,,,,
108,2026-08-04 22:44:50.026666,file_integrity,192.168.1.39,system,critical,"{""src_ip"": ""192.168.1.39"", ""message"": ""ossec: integrity checksum changed: /etc/crontab"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/crontab"", ""timestamp"": ""2026-08-04T22:44:49Z""}",new,,,,
109,2026-08-04 22:44:54.96515,ssh_bruteforce,91.240.118.172,admin,high,"{""src_ip"": ""91.240.118.172"", ""attempt"": 1, ""message"": ""Failed password for admin from 91.240.118.172 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""admin"", ""timestamp"": ""2026-08-04T22:44:52Z""}",new,,,HK,
110,2026-08-04 22:44:56.170589,ssh_bruteforce,91.240.118.172,admin,high,"{""src_ip"": ""91.240.118.172"", ""attempt"": 2, ""message"": ""Failed password for admin from 91.240.118.172 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""admin"", ""timestamp"": ""2026-08-04T22:44:55Z""}",new,,,HK,
111,2026-08-04 22:44:59.39506,ssh_bruteforce,91.240.118.172,admin,high,"{""src_ip"": ""91.240.118.172"", ""attempt"": 3, ""message"": ""Failed password for admin from 91.240.118.172 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""admin"", ""timestamp"": ""2026-08-04T22:44:57Z""}",new,,,HK,
112,2026-08-04 22:44:59.532501,ssh_bruteforce,91.240.118.172,admin,high,"{""src_ip"": ""91.240.118.172"", ""attempt"": 4, ""message"": ""Failed password for admin from 91.240.118.172 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""high"", ""username"": ""admin"", ""timestamp"": ""2026-08-04T22:44:58Z""}",new,,,HK,
113,2026-08-04 22:45:01.658698,ssh_bruteforce,91.240.118.172,admin,critical,"{""src_ip"": ""91.240.118.172"", ""attempt"": 5, ""message"": ""Failed password for admin from 91.240.118.172 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""critical"", ""username"": ""admin"", ""timestamp"": ""2026-08-04T22:45:00Z""}",new,,,HK,
114,2026-08-04 22:45:01.689743,ssh_bruteforce,91.240.118.172,admin,critical,"{""src_ip"": ""91.240.118.172"", ""attempt"": 6, ""message"": ""Failed password for admin from 91.240.118.172 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""critical"", ""username"": ""admin"", ""timestamp"": ""2026-08-04T22:45:01Z""}",new,,,HK,
115,2026-08-04 22:45:05.82229,web_shell_detected,192.168.1.27,www-data,critical,"{""src_ip"": ""192.168.1.27"", ""message"": ""Suspicious web shell detected: /tmp/backdoor.py"", ""rule_id"": ""web_shell_detected"", ""severity"": ""critical"", ""username"": ""www-data"", ""file_path"": ""/tmp/backdoor.py"", ""timestamp"": ""2026-08-04T22:45:05Z"", ""detection_method"": ""file_signature_analysis""}",new,,,,
116,2026-08-04 22:45:09.339214,privilege_escalation,192.168.1.39,ubuntu,critical,"{""src_ip"": ""192.168.1.39"", ""message"": ""Suspicious sudo usage by ubuntu: attempting to access /etc/shadow"", ""rule_id"": ""privilege_escalation"", ""severity"": ""critical"", ""username"": ""ubuntu"", ""timestamp"": ""2026-08-04T22:45:09Z""}",new,,,,
117,2026-08-04 22:45:14.859058,web_shell_detected,192.168.1.29,www-data,critical,"{""src_ip"": ""192.168.1.29"", ""message"": ""Suspicious web shell detected: /var/www/html/.hidden/shell.php"", ""rule_id"": ""web_shell_detected"", ""severity"": ""critical"", ""username"": ""www-data"", ""file_path"": ""/var/www/html/.hidden/shell.php"", ""timestamp"": ""2026-08-04T22:45:13Z"", ""detection_method"": ""file_signature_analysis""}",new,,,,
118,2026-08-04 22:45:17.965807,malware_detected,192.168.1.15,system,critical,"{""src_ip"": ""192.168.1.15"", ""message"": ""Malware detected: Ransom.WannaCry.S (ransomware) at /home/user/Documents/important.docx.encrypted"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/home/user/Documents/important.docx.encrypted"", ""timestamp"": ""2026-08-04T22:45:16Z"", ""malware_name"": ""Ransom.WannaCry.S"", ""malware_type"": ""ransomware""}",new,,,,
119,2026-08-04 22:54:13.342876,ssh_bruteforce,185.156.73.233,postgres,critical,"{""src_ip"": ""185.156.73.233"", ""attempt"": 1, ""message"": ""Failed password for postgres from 185.156.73.233 port 22 ssh2"", ""rule_id"": ""ssh_bruteforce"", ""severity"": ""critical"", ""username"": ""postgres"", ""timestamp"": ""2026-08-04T22:54:12Z""}",new,,,NL,
120,2026-08-04 22:54:48.600839,malware_detected,192.168.1.33,system,critical,"{""src_ip"": ""192.168.1.33"", ""message"": ""Malware detected: CoinMiner.Linux.XMRIG.a (cryptominer) at /opt/.xmrig/config.json"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/opt/.xmrig/config.json"", ""timestamp"": ""2026-08-04T22:54:48Z"", ""malware_name"": ""CoinMiner.Linux.XMRIG.a"", ""malware_type"": ""cryptominer""}",new,,,,
121,2026-08-04 22:54:51.63622,web_shell_detected,192.168.1.11,www-data,critical,"{""src_ip"": ""192.168.1.11"", ""message"": ""Suspicious web shell detected: /tmp/backdoor.py"", ""rule_id"": ""web_shell_detected"", ""severity"": ""critical"", ""username"": ""www-data"", ""file_path"": ""/tmp/backdoor.py"", ""timestamp"": ""2026-08-04T22:54:51Z"", ""detection_method"": ""file_signature_analysis""}",new,,,,
122,2026-08-04 22:54:54.386348,privilege_escalation,192.168.1.37,deploy,critical,"{""src_ip"": ""192.168.1.37"", ""message"": ""Suspicious sudo usage by deploy: attempting to access /etc/shadow"", ""rule_id"": ""privilege_escalation"", ""severity"": ""critical"", ""username"": ""deploy"", ""timestamp"": ""2026-08-04T22:54:53Z""}",new,,,,
123,2026-08-04 22:54:56.096884,sql_injection,89.234.157.254,web_app,critical,"{""src_ip"": ""89.234.157.254"", ""message"": ""SQL injection attempt detected on /api/users: ' UNION SELECT * FROM credentials --"", ""rule_id"": ""sql_injection"", ""severity"": ""critical"", ""username"": ""web_app"", ""timestamp"": ""2026-08-04T22:54:55Z"", ""target_url"": ""/api/users"", ""payload_detected"": ""' UNION SELECT * FROM credentials --""}",new,,,FR,
124,2026-08-04 22:54:56.806829,web_shell_detected,192.168.1.26,www-data,critical,"{""src_ip"": ""192.168.1.26"", ""message"": ""Suspicious web shell detected: /tmp/backdoor.py"", ""rule_id"": ""web_shell_detected"", ""severity"": ""critical"", ""username"": ""www-data"", ""file_path"": ""/tmp/backdoor.py"", ""timestamp"": ""2026-08-04T22:54:56Z"", ""detection_method"": ""file_signature_analysis""}",new,,,,
125,2026-08-04 22:54:59.152632,malware_detected,192.168.1.11,system,critical,"{""src_ip"": ""192.168.1.11"", ""message"": ""Malware detected: CoinMiner.Linux.XMRIG.a (cryptominer) at /opt/.xmrig/config.json"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/opt/.xmrig/config.json"", ""timestamp"": ""2026-08-04T22:54:59Z"", ""malware_name"": ""CoinMiner.Linux.XMRIG.a"", ""malware_type"": ""cryptominer""}",new,,,,
126,2026-08-04 22:55:01.525625,malware_detected,192.168.1.27,system,critical,"{""src_ip"": ""192.168.1.27"", ""message"": ""Malware detected: Trojan.GenericKD.46789 (trojan) at /tmp/.cache/svchost.exe"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/tmp/.cache/svchost.exe"", ""timestamp"": ""2026-08-04T22:55:01Z"", ""malware_name"": ""Trojan.GenericKD.46789"", ""malware_type"": ""trojan""}",new,,,,
127,2026-08-04 22:55:10.989205,file_integrity,192.168.1.14,system,critical,"{""src_ip"": ""192.168.1.14"", ""message"": ""ossec: integrity checksum changed: /etc/shadow"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/shadow"", ""timestamp"": ""2026-08-04T22:55:10Z""}",new,,,,
128,2026-08-04 22:55:11.820651,file_integrity,192.168.1.14,system,critical,"{""src_ip"": ""192.168.1.14"", ""message"": ""ossec: integrity checksum changed: /etc/passwd"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/passwd"", ""timestamp"": ""2026-08-04T22:55:11Z""}",new,,,,
129,2026-08-04 22:55:15.916728,privilege_escalation,192.168.1.20,deploy,critical,"{""src_ip"": ""192.168.1.20"", ""message"": ""Suspicious sudo usage by deploy: attempting to access /etc/shadow"", ""rule_id"": ""privilege_escalation"", ""severity"": ""critical"", ""username"": ""deploy"", ""timestamp"": ""2026-08-04T22:55:15Z""}",new,,,,
130,2026-08-04 22:55:17.687104,file_integrity,192.168.1.50,system,critical,"{""src_ip"": ""192.168.1.50"", ""message"": ""ossec: integrity checksum changed: /etc/crontab"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/crontab"", ""timestamp"": ""2026-08-04T22:55:17Z""}",new,,,,
131,2026-08-04 22:55:18.425616,file_integrity,192.168.1.50,system,critical,"{""src_ip"": ""192.168.1.50"", ""message"": ""ossec: integrity checksum changed: /etc/shadow"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/shadow"", ""timestamp"": ""2026-08-04T22:55:18Z""}",new,,,,
132,2026-08-04 22:55:20.598572,file_integrity,192.168.1.18,system,high,"{""src_ip"": ""192.168.1.18"", ""message"": ""ossec: integrity checksum changed: /var/www/html/index.php"", ""rule_id"": ""file_integrity"", ""severity"": ""high"", ""username"": ""system"", ""file_path"": ""/var/www/html/index.php"", ""timestamp"": ""2026-08-04T22:55:20Z""}",new,,,,
133,2026-08-04 22:55:21.547189,file_integrity,192.168.1.18,system,critical,"{""src_ip"": ""192.168.1.18"", ""message"": ""ossec: integrity checksum changed: /usr/local/bin/backup.sh"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/usr/local/bin/backup.sh"", ""timestamp"": ""2026-08-04T22:55:21Z""}",new,,,,
134,2026-08-04 22:55:25.00112,malware_detected,192.168.1.35,system,critical,"{""src_ip"": ""192.168.1.35"", ""message"": ""Malware detected: Trojan.GenericKD.46789 (trojan) at /tmp/.cache/svchost.exe"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/tmp/.cache/svchost.exe"", ""timestamp"": ""2026-08-04T22:55:24Z"", ""malware_name"": ""Trojan.GenericKD.46789"", ""malware_type"": ""trojan""}",new,,,,
135,2026-08-04 22:55:35.336801,malware_detected,192.168.1.16,system,critical,"{""src_ip"": ""192.168.1.16"", ""message"": ""Malware detected: Ransom.WannaCry.S (ransomware) at /home/user/Documents/important.docx.encrypted"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/home/user/Documents/important.docx.encrypted"", ""timestamp"": ""2026-08-04T22:55:35Z"", ""malware_name"": ""Ransom.WannaCry.S"", ""malware_type"": ""ransomware""}",new,,,,
136,2026-08-04 22:55:37.757204,privilege_escalation,192.168.1.32,deploy,critical,"{""src_ip"": ""192.168.1.32"", ""message"": ""Suspicious sudo usage by deploy: attempting to access /etc/shadow"", ""rule_id"": ""privilege_escalation"", ""severity"": ""critical"", ""username"": ""deploy"", ""timestamp"": ""2026-08-04T22:55:37Z""}",new,,,,
137,2026-08-04 22:55:39.198885,file_integrity,192.168.1.35,system,critical,"{""src_ip"": ""192.168.1.35"", ""message"": ""ossec: integrity checksum changed: /etc/ssh/sshd_config"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/ssh/sshd_config"", ""timestamp"": ""2026-08-04T22:55:39Z""}",new,,,,
138,2026-08-04 22:55:40.342438,file_integrity,192.168.1.35,system,critical,"{""src_ip"": ""192.168.1.35"", ""message"": ""ossec: integrity checksum changed: /etc/crontab"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/crontab"", ""timestamp"": ""2026-08-04T22:55:40Z""}",new,,,,
139,2026-08-04 22:55:43.707198,malware_detected,192.168.1.47,system,critical,"{""src_ip"": ""192.168.1.47"", ""message"": ""Malware detected: Ransom.WannaCry.S (ransomware) at /home/user/Documents/important.docx.encrypted"", ""rule_id"": ""malware_detected"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/home/user/Documents/important.docx.encrypted"", ""timestamp"": ""2026-08-04T22:55:43Z"", ""malware_name"": ""Ransom.WannaCry.S"", ""malware_type"": ""ransomware""}",new,,,,
140,2026-08-04 22:55:53.652527,file_integrity,192.168.1.11,system,critical,"{""src_ip"": ""192.168.1.11"", ""message"": ""ossec: integrity checksum changed: /etc/ssh/sshd_config"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/etc/ssh/sshd_config"", ""timestamp"": ""2026-08-04T22:55:53Z""}",new,,,,
141,2026-08-04 22:55:54.697348,file_integrity,192.168.1.11,system,critical,"{""src_ip"": ""192.168.1.11"", ""message"": ""ossec: integrity checksum changed: /usr/local/bin/backup.sh"", ""rule_id"": ""file_integrity"", ""severity"": ""critical"", ""username"": ""system"", ""file_path"": ""/usr/local/bin/backup.sh"", ""timestamp"": ""2026-08-04T22:55:54Z""}",new,,,,
